uuid,group,qid,correct,time
5932d51945e6163b450c91a7,B,Q4,true,18073
5932d51945e6163b450c91a7,B,Q5,true,25991
5932d51945e6163b450c91a7,B,Q6,true,15198
5932f31345e6163b450c91a9,A,Q1,true,26182
5932f31345e6163b450c91a9,A,Q3,true,37804
5932f31345e6163b450c91a9,A,Q2,true,10865
5932f31345e6163b450c91a9,A,Q4,true,11063
5932f31345e6163b450c91a9,A,Q5,true,35161
5932f31345e6163b450c91a9,A,Q6,true,121657
593457df45e6163b450c91aa,B,Q1,true,14195
593457df45e6163b450c91aa,B,Q2,false,13696
593457df45e6163b450c91aa,B,Q3,true,12505
593457df45e6163b450c91aa,B,Q6,false,9974
593457df45e6163b450c91aa,B,Q5,true,15536
593457df45e6163b450c91aa,B,Q4,true,7801
59353bac45e6163b450c91ad,A,Q2,true,39060
59353bac45e6163b450c91ad,A,Q3,true,64767
59353bac45e6163b450c91ad,A,Q1,true,67128
59353bac45e6163b450c91ad,A,Q4,true,26278
59353bac45e6163b450c91ad,A,Q5,false,54687
59353bac45e6163b450c91ad,A,Q6,true,4315
593677a845e6163b450c91b0,A,Q2,false,72351
593677a845e6163b450c91b0,A,Q3,true,76039
593677a845e6163b450c91b0,A,Q1,true,78639
593677a845e6163b450c91b0,A,Q4,true,48663
593677a845e6163b450c91b0,A,Q5,true,47583
593677a845e6163b450c91b0,A,Q6,false,72727
59367d0a45e6163b450c91b1,A,Q1,true,20239
59367d0a45e6163b450c91b1,A,Q3,true,20271
59367d0a45e6163b450c91b1,A,Q2,false,14375
59367d0a45e6163b450c91b1,A,Q6,false,20319
59367d0a45e6163b450c91b1,A,Q4,true,25199
59367d0a45e6163b450c91b1,A,Q5,true,21176
5936909545e6163b450c91b2,B,Q3,true,31031
5936909545e6163b450c91b2,B,Q2,false,15135
5936909545e6163b450c91b2,B,Q1,true,16446
5936909545e6163b450c91b2,B,Q6,false,10838
5936909545e6163b450c91b2,B,Q4,true,16662
5936909545e6163b450c91b2,B,Q5,false,22680
5936942645e6163b450c91b3,B,Q1,true,40425
5936942645e6163b450c91b3,B,Q2,true,199652
5936942645e6163b450c91b3,B,Q3,true,35714
5936942645e6163b450c91b3,B,Q5,true,33335
5936942645e6163b450c91b3,B,Q6,true,24673
5936942645e6163b450c91b3,B,Q4,true,22788
5936b8cb45e6163b450c91b6,A,Q2,true,95879
5936b8cb45e6163b450c91b6,A,Q1,true,44029
5936b8cb45e6163b450c91b6,A,Q3,true,28364
5936b8cb45e6163b450c91b6,A,Q5,true,63602
5936b8cb45e6163b450c91b6,A,Q6,true,29490
5936b8cb45e6163b450c91b6,A,Q4,true,71766
5936c3bd45e6163b450c91b7,B,Q3,true,29819
5936c3bd45e6163b450c91b7,B,Q2,true,31851
5936c3bd45e6163b450c91b7,B,Q1,true,19129
5936c3bd45e6163b450c91b7,B,Q5,true,26037
5936c3bd45e6163b450c91b7,B,Q4,true,29512
5936c3bd45e6163b450c91b7,B,Q6,true,14869
5936dc8d45e6163b450c91b8,A,Q1,true,40340
5936dc8d45e6163b450c91b8,A,Q2,true,26801
5936dc8d45e6163b450c91b8,A,Q3,true,32207
5936dc8d45e6163b450c91b8,A,Q4,true,36144
5936dc8d45e6163b450c91b8,A,Q5,true,79721
5936dc8d45e6163b450c91b8,A,Q6,true,45630
5936ead845e6163b450c91b9,B,Q2,true,31276
5936ead845e6163b450c91b9,B,Q3,true,238572
5936ead845e6163b450c91b9,B,Q1,false,174811
5936ead845e6163b450c91b9,B,Q6,true,19616
5936ead845e6163b450c91b9,B,Q5,false,36107
5936ead845e6163b450c91b9,B,Q4,true,22703
5937649a45e6163b450c91bc,A,Q1,true,21358
5937649a45e6163b450c91bc,A,Q3,true,18355
5937649a45e6163b450c91bc,A,Q2,false,32588
5937649a45e6163b450c91bc,A,Q5,false,55187
5937649a45e6163b450c91bc,A,Q6,false,13748
5937649a45e6163b450c91bc,A,Q4,true,25742
5937eb5145e6163b450c91bf,B,Q1,true,74998
5937eb5145e6163b450c91bf,B,Q3,true,34247
5937eb5145e6163b450c91bf,B,Q2,true,16868
5937eb5145e6163b450c91bf,B,Q4,true,34827
5937eb5145e6163b450c91bf,B,Q5,true,36737
5937eb5145e6163b450c91bf,B,Q6,true,13551
5938039e45e6163b450c91c0,A,Q3,false,93741
5938039e45e6163b450c91c0,A,Q1,false,15814
5938039e45e6163b450c91c0,A,Q2,false,16471
5938039e45e6163b450c91c0,A,Q5,true,27896
5938039e45e6163b450c91c0,A,Q6,false,17831
5938039e45e6163b450c91c0,A,Q4,true,16791
5938092a45e6163b450c91c1,B,Q1,true,27373
5938092a45e6163b450c91c1,B,Q2,true,19234
5938092a45e6163b450c91c1,B,Q3,true,17517
5938092a45e6163b450c91c1,B,Q4,false,56549
5938092a45e6163b450c91c1,B,Q5,false,53457
5938092a45e6163b450c91c1,B,Q6,true,23532
59393d5845e6163b450c91c3,A,Q2,true,12721
59393d5845e6163b450c91c3,A,Q3,true,13035
59393d5845e6163b450c91c3,A,Q1,true,29362
59393d5845e6163b450c91c3,A,Q4,true,10049
59393d5845e6163b450c91c3,A,Q6,true,11697
59393d5845e6163b450c91c3,A,Q5,true,22113
59397d0145e6163b450c91c4,B,Q2,true,45998
59397d0145e6163b450c91c4,B,Q3,true,49431
59397d0145e6163b450c91c4,B,Q1,true,42167
59397d0145e6163b450c91c4,B,Q6,true,30238
59397d0145e6163b450c91c4,B,Q5,true,82998
59397d0145e6163b450c91c4,B,Q4,true,37169
59399f3b45e6163b450c91c5,A,Q2,true,40028
59399f3b45e6163b450c91c5,A,Q1,true,41242
59399f3b45e6163b450c91c5,A,Q3,true,31300
59399f3b45e6163b450c91c5,A,Q4,true,29307
59399f3b45e6163b450c91c5,A,Q6,true,23547
59399f3b45e6163b450c91c5,A,Q5,true,44449
5939a06f45e6163b450c91c6,A,Q2,true,33974
5939a06f45e6163b450c91c6,A,Q1,true,25729
5939a06f45e6163b450c91c6,A,Q3,true,33448
5939a06f45e6163b450c91c6,A,Q5,true,31930
5939a06f45e6163b450c91c6,A,Q6,true,49728
5939a06f45e6163b450c91c6,A,Q4,true,23417
5939d33a45e6163b450c91c7,B,Q1,true,70828
5939d33a45e6163b450c91c7,B,Q2,true,9933
5939d33a45e6163b450c91c7,B,Q3,true,10091
5939d33a45e6163b450c91c7,B,Q6,false,181
5939d33a45e6163b450c91c7,B,Q4,false,5838
5939d33a45e6163b450c91c7,B,Q5,true,4005
593ab3954c20e16089b7a31c,B,Q3,true,27275
593ab3954c20e16089b7a31c,B,Q2,true,29377
593ab3954c20e16089b7a31c,B,Q1,true,27700
593ab3954c20e16089b7a31c,B,Q4,true,12645
593ab3954c20e16089b7a31c,B,Q6,true,15940
593ab3954c20e16089b7a31c,B,Q5,true,15513
593acddd4c20e16089b7a31e,A,Q3,true,25971
593acddd4c20e16089b7a31e,A,Q2,false,10200
593acddd4c20e16089b7a31e,A,Q1,false,18078
593acddd4c20e16089b7a31e,A,Q4,true,9270
593acddd4c20e16089b7a31e,A,Q6,false,10023
593acddd4c20e16089b7a31e,A,Q5,false,26493
593adbec4c20e16089b7a31f,B,Q3,true,58710
593adbec4c20e16089b7a31f,B,Q2,true,30908
593adbec4c20e16089b7a31f,B,Q1,true,33140
593adbec4c20e16089b7a31f,B,Q4,true,14860
593adbec4c20e16089b7a31f,B,Q5,true,22165
593adbec4c20e16089b7a31f,B,Q6,true,14503
593bdec64c20e16089b7a322,A,Q1,false,23088
593bdec64c20e16089b7a322,A,Q2,true,13980
593bdec64c20e16089b7a322,A,Q3,true,17207
593bdec64c20e16089b7a322,A,Q4,true,29383
593bdec64c20e16089b7a322,A,Q5,true,61213
593bdec64c20e16089b7a322,A,Q6,true,22645
5940031d4c20e16089b7a325,B,Q1,false,22793
5940031d4c20e16089b7a325,B,Q2,true,33237
5940031d4c20e16089b7a325,B,Q3,true,227264
5940031d4c20e16089b7a325,B,Q4,true,25066
5940031d4c20e16089b7a325,B,Q5,true,15843
5940031d4c20e16089b7a325,B,Q6,true,9392
5940094e4c20e16089b7a326,A,Q1,false,27772
5940094e4c20e16089b7a326,A,Q3,true,16970
5940094e4c20e16089b7a326,A,Q2,true,22795
5940094e4c20e16089b7a326,A,Q5,true,20588
5940094e4c20e16089b7a326,A,Q4,false,31226
5940094e4c20e16089b7a326,A,Q6,true,12191
5942b93e4c20e16089b7a328,B,Q3,true,80405
5942b93e4c20e16089b7a328,B,Q1,true,27228
5942b93e4c20e16089b7a328,B,Q2,false,85574
5942b93e4c20e16089b7a328,B,Q5,true,33634
5942b93e4c20e16089b7a328,B,Q4,true,46237
5942b93e4c20e16089b7a328,B,Q6,false,25294
5943f7924c20e16089b7a329,A,Q2,true,82247
5943f7924c20e16089b7a329,A,Q3,false,31653
5943f7924c20e16089b7a329,A,Q1,false,35462
5943f7924c20e16089b7a329,A,Q6,true,18613
5943f7924c20e16089b7a329,A,Q4,true,36466
5943f7924c20e16089b7a329,A,Q5,false,50455
5948034d4c20e16089b7a32a,B,Q1,true,17888
5948034d4c20e16089b7a32a,B,Q3,true,33049
5948034d4c20e16089b7a32a,B,Q2,true,19896
5948034d4c20e16089b7a32a,B,Q4,true,17968
5948034d4c20e16089b7a32a,B,Q5,true,14216
5948034d4c20e16089b7a32a,B,Q6,true,14889
5948f34d4c20e16089b7a32b,A,Q1,false,50887
5948f34d4c20e16089b7a32b,A,Q3,true,150428
5948f34d4c20e16089b7a32b,A,Q2,true,27606
5948f34d4c20e16089b7a32b,A,Q5,true,86987
5948f34d4c20e16089b7a32b,A,Q4,false,45985
5948f34d4c20e16089b7a32b,A,Q6,true,19087
5aa655bb934e6e5e2cac8393,D,Q1,false,25440
5aa655bb934e6e5e2cac8393,D,Q2,true,10999
5aa655bb934e6e5e2cac8393,D,Q3,true,34067
5aa655bb934e6e5e2cac8393,D,Q4,true,25916
5aa655bb934e6e5e2cac8393,D,Q5,true,19553
5aa655bb934e6e5e2cac8393,D,Q6,true,12952
5aa65f44934e6e5e2cac8395,C,Q1,false,22768
5aa65f44934e6e5e2cac8395,C,Q2,true,10111
5aa65f44934e6e5e2cac8395,C,Q3,true,11679
5aa65f44934e6e5e2cac8395,C,Q4,true,13919
5aa65f44934e6e5e2cac8395,C,Q5,true,30387
